Address,Amt per m²,Balcony,District,Elevator,Floor,Location,Monthly Pay,Municipality,Patio,Price,Size in m²,Total Rooms,Latitude,Longitude,lat_2,long_2,Distance
Lundagatan 52,108750.0,True,Södermalm,False,3.0,"Södermalm,Stockholm",2000.0,Stockholms kommun,False,4350000,40.0,2.0,59.318265,18.0430251,59.3324,18.0645,1.9885726660505054
Vidängsvägen 39,68809.52380952382,True,Bromma,False,1.0,"Bromma,Stockholm",3360.0,Stockholms kommun,False,2890000,42.0,1.5,59.3383523,17.9778874,59.3324,18.0645,4.956256162253353
Finnboda Varvsväg 10C,75000.0,True,Finnboda Hamn,True,5.0,"Finnboda Hamn,Nacka",5421.0,Nacka kommun,False,6300000,84.0,4.0,59.3147199,18.1244144,59.3324,18.0645,3.926565459404625
Vädurens gata 220,22831.32530120482,True,Brandbergen,True,5.0,"Brandbergen,Haninge",5940.0,Haninge kommun,False,1895000,83.0,3.0,59.1691738,18.1667073,59.3324,18.0645,19.057374984940946
Rålambsvägen 69,95675.67567567568,True,Fredhäll,True,3.0,"Fredhäll,Stockholm",2944.0,Stockholms kommun,False,3540000,37.0,2.0,59.3312054,17.9984944,59.3324,18.0645,3.7459757847568973
Täppgränd 105,47386.36363636364,True,Enskededalen,True,3.0,"Enskededalen,Stockholm",4389.0,Stockholms kommun,False,4170000,88.0,3.0,59.2863746,18.0968688,59.3324,18.0645,5.437516149409899
Fyrvaktarkroken 26,63787.878787878784,True,Blåsut,True,5.0,"Blåsut,Stockholm",4664.0,Stockholms kommun,False,4210000,66.0,2.0,59.2906261,18.0917517,59.3324,18.0645,4.895739396517963
Garagevägen 30,70532.54437869822,True,Blåsut,True,5.0,"Blåsut,Stockholm",5243.0,Stockholms kommun,False,5960000,84.5,3.0,59.2899916,18.0955714,59.3324,18.0645,5.0345035471681445
Lammholmsbacken 215,28109.375,True,Vårby,False,3.0,"Vårby,Huddinge",4564.0,Huddinge kommun,True,1799000,64.0,2.0,59.2692593,17.8904534,59.3324,18.0645,12.12082897489866
Tingstorget 1,22864.58333333333,True,Alby,True,8.0,"Alby,Botkyrka",7952.0,Botkyrka kommun,False,2195000,96.0,4.0,59.2401822,17.846909237982604,59.3324,18.0645,16.05790779406836
Hornsgatan 89,99363.05732484076,True,Södermalm,True,5.0,"Södermalm,Stockholm",5295.0,Stockholms kommun,False,15600000,157.0,5.0,59.3169941,18.0484019,59.3324,18.0645,1.9412732916331839
Vibblabyvägen 30,18256.88073394496,True,Jakobsberg,False,3.0,"Jakobsberg,Järfälla",8957.0,Järfälla kommun,False,1990000,109.0,4.0,59.4231736,17.830029,59.3324,18.0645,16.680798705728886
Ernst Ahlgrens väg 10,95294.11764705884,False,Kungsholmen,False,1.0,"Kungsholmen,Stockholm",1939.0,Stockholms kommun,False,3240000,34.0,1.5,59.3305771,18.0044958,59.3324,18.0645,3.409302697158446
Rålambsvägen 48,86233.76623376623,False,Kungsholmen,False,2.0,"Kungsholmen,Stockholm",2150.0,Stockholms kommun,False,3320000,38.5,1.0,59.3301278,18.0050313,59.3324,18.0645,3.3823717110646805
Augustendalsvägen 25,76411.76470588235,True,Nacka Strand,True,5.0,"Nacka Strand,Nacka",4596.0,Nacka kommun,False,6495000,85.0,3.0,59.3173965,18.1621351,59.3324,18.0645,5.784469320775677
Falkholmsgränd 11,27544.91017964072,True,Skärholmen,True,4.0,"Skärholmen,Stockholm",6190.0,Stockholms kommun,False,2300000,83.5,3.0,59.2797882,17.8983099,59.3324,18.0645,11.099714418909453
Sylvangatan 15,67400.0,True,Haga Norra,True,6.0,"Haga Norra,Solna",4896.0,Solna kommun,False,3370000,50.0,2.0,59.365092,18.0160975,59.3324,18.0645,4.554485520058696
Alphyddevägen 63,68636.36363636363,True,Alphyddan,True,3.0,"Alphyddan,Nacka",2506.0,Nacka kommun,False,3020000,44.0,2.0,59.3079277,18.1202423,59.3324,18.0645,4.172164612994224
Mössebergsvägen 5,73768.11594202899,False,Bromma,False,1.0,"Bromma,Stockholm",5101.0,Stockholms kommun,False,5090000,69.0,3.0,59.3351986,17.9844156,59.3324,18.0645,4.552504251300347
Ernst Ahlgrens väg 5,91136.36363636365,True,Fredhäll,False,1.0,"Fredhäll,Stockholm",2579.0,Stockholms kommun,False,4010000,44.0,2.0,59.3304395,18.0045299,59.3324,18.0645,3.408323346824973
Tollarevägen 55,61718.75,False,Tollare,False,4.0,"Tollare,Nacka",3097.0,Nacka kommun,False,3950000,64.0,2.0,59.301544,18.2359864,59.3324,18.0645,10.317575074283248
Lagmansbacken 2,41527.77777777778,True,Alby,True,5.0,"Alby,Botkyrka",3056.0,Botkyrka kommun,False,1495000,36.0,2.0,59.2407486,17.8448943,59.3324,18.0645,16.106131787227316
Kolbäcksgränd 26,75000.0,False,Bagarmossen,False,2.0,"Bagarmossen,Stockholm",2206.0,Stockholms kommun,False,1950000,26.0,1.0,59.2767358,18.1399719,59.3324,18.0645,7.527486562097084
Skärmarbrinksvägen 3,65813.95348837209,True,Skärmarbrink,False,1.0,"Skärmarbrink,Stockholm",2459.0,Stockholms kommun,False,2830000,43.0,2.0,59.2925666,18.0892627,59.3324,18.0645,4.646848118395173
Hägerneholmsvägen 6B,53653.84615384616,True,Hägerneholm,True,1.0,"Hägerneholm,Täby",2279.0,Täby kommun,False,1395000,26.0,1.0,59.4698949,18.1184103,59.3324,18.0645,15.590261524364422
Lodgatan 1,113281.25,True,Östermalm,True,2.0,"Östermalm,Stockholm",2601.0,Stockholms kommun,False,7250000,64.0,2.0,59.3421478,18.0657187,59.3324,18.0645,1.0861068722781355
Fleminggatan 62A,107111.11111111112,True,Kungsholmen,False,3.0,"Kungsholmen,Stockholm",2083.0,Stockholms kommun,False,4820000,45.0,2.0,59.3350338,18.0290385,59.3324,18.0645,2.032357847736152
Ellen Keys gata 24,43269.230769230766,True,Fruängen,True,2.0,"Fruängen,Stockholm",6165.0,Stockholms kommun,False,2250000,52.0,3.0,59.2873198,17.9656925,59.3324,18.0645,7.521490782564695
Kista Gårdsväg 18,43039.21568627451,True,Kista,True,3.0,"Kista,Stockholm",4865.0,Stockholms kommun,False,2195000,51.0,2.0,59.4073013,17.9437751,59.3324,18.0645,10.777026961919688
Sjöfartsgatan 2,44240.50632911392,False,Norrtälje Hamn,True,1.0,"Norrtälje Hamn,Norrtälje",6158.0,Norrtälje kommun,True,3495000,79.0,3.0,59.3041676,18.0890112,59.3324,18.0645,3.43356675512496
Kalmgatan 30,68958.33333333333,True,Hammarbyhöjden,False,3.0,"Hammarbyhöjden,Stockholm",3680.0,Stockholms kommun,False,3310000,48.0,2.0,59.2995566,18.0926532,59.3324,18.0645,3.986132540544267
Ulvsättragränd 1,41911.76470588235,True,Kallhäll,True,2.0,"Kallhäll,Järfälla",2560.0,Järfälla kommun,False,1425000,34.0,1.5,59.456636849999995,17.819003858415364,59.3324,18.0645,19.595782742593933
Båtbyggargatan 23,70824.74226804124,True,Hammarby Sjöstad,True,6.0,"Hammarby Sjöstad,Stockholm",6127.0,Stockholms kommun,False,6870000,97.0,4.0,59.306144,18.1121984,59.3324,18.0645,3.9809173052081612
Kaplansbacken 1,29928.571428571428,True,Sollentuna Edsberg,False,1.0,"Sollentuna Edsberg,Sollentuna",4454.0,Sollentuna kommun,False,2095000,70.0,3.0,59.3289759,18.0483813,59.3324,18.0645,0.9903436271188716
Hanvedens Allé 57C,35609.756097560974,True,Tullinge,False,2.0,"Tullinge,Botkyrka",6255.0,Botkyrka kommun,False,2920000,82.0,3.0,59.1828516,17.9214959,59.3324,18.0645,18.509329307176845
Igeldammsgatan 20,89843.75,False,Kungsholmen Fridhemsplan,True,1.0,"Kungsholmen Fridhemsplan,Stockholm",2896.0,Stockholms kommun,False,5750000,64.0,2.0,59.3370113,18.0246857,59.3324,18.0645,2.3154312363572633
Stjernströms väg 5,66493.50649350649,True,Axelsberg,True,2.0,"Axelsberg,Stockholm",3612.0,Stockholms kommun,False,2560000,38.5,2.0,59.303873,17.9775424,59.3324,18.0645,5.865630972163237
Celsings väg 81,23197.674418604653,True,Rotsunda,True,1.0,"Rotsunda,Sollentuna",7830.0,Sollentuna kommun,False,1995000,86.0,3.5,59.4874662,17.9207387,59.3324,18.0645,19.06522303160241
Ture Sventons gata 1,57900.0,False,Bromma,True,3.0,"Bromma,Stockholm",3342.0,Stockholms kommun,False,2895000,50.0,2.0,59.3658437,17.9497127,59.3324,18.0645,7.494716492592178
Löfströms Allé 2A,75886.07594936709,True,Centrala Sundbyberg,True,1.0,"Centrala Sundbyberg,Sundbyberg",4493.0,Sundbybergs kommun,True,5995000,79.0,3.0,59.361937749999996,17.96247434814661,59.3324,18.0645,6.651433162362997
Evenemangsgatan 40,66076.92307692308,True,Arenastaden,True,5.0,"Arenastaden,Solna",4455.0,Solna kommun,False,4295000,65.0,3.0,59.3728707,17.997789452252253,59.3324,18.0645,5.877866699974287
Axvägen 2,34875.0,False,Viksjö,True,1.0,"Viksjö,Järfälla",3290.0,Järfälla kommun,False,1395000,40.0,1.0,59.4147572,17.8054401,59.3324,18.0645,17.29789485906902
Stjernströms väg 3,59900.0,True,Axelsberg,True,2.0,"Axelsberg,Stockholm",4715.0,Stockholms kommun,False,2995000,50.0,2.0,59.3037019,17.9778958,59.3324,18.0645,5.859124856421697
Tulegatan 6B,71777.77777777778,True,Tuletorget,False,2.0,"Tuletorget,Sundbyberg",3373.0,Sundbybergs kommun,False,3230000,45.0,2.0,59.3478941,18.0566852,59.3324,18.0645,1.7789381525373928
Optikvägen 8B,86944.44444444444,True,Skärsätra,True,5.0,"Skärsätra,Lidingö",4666.0,Lidingö kommun,False,6260000,72.0,3.0,59.3438265,18.1564008,59.3324,18.0645,5.3639937099481845
Tegnérgatan 49A,115625.0,True,Vasastan Norrmalm,False,3.0,"Vasastan Norrmalm,Stockholm",2903.0,Stockholms kommun,False,7400000,64.0,2.0,59.339782,18.0608159,59.3324,18.0645,0.8470117750807042
Råsundavägen 178,82368.42105263157,True,Råsunda,True,6.0,"Råsunda,Solna",2333.0,Solna kommun,False,3130000,38.0,1.5,59.3637839,17.9787582,59.3324,18.0645,5.983663707586711
Helsingforsgatan 45,27325.58139534884,True,Akalla,True,4.0,"Akalla,Stockholm",6990.0,Stockholms kommun,False,2350000,86.0,4.0,59.41245025,17.91824875,59.3324,18.0645,12.16024745760874
Arkadvägen 14,73243.24324324324,True,Johanneshov,False,1.0,"Johanneshov,Stockholm",3113.0,Stockholms kommun,False,2710000,37.0,1.0,59.2943106,18.0885626,59.3324,18.0645,4.450027128417495
Runvägen 10,52911.39240506329,False,Kvarnbergsplan,True,6.0,"Kvarnbergsplan,Huddinge",2372.0,Huddinge kommun,False,2090000,39.5,2.0,59.24024565,17.997883227585767,59.3324,18.0645,10.923214328114236
Skebokvarnsvägen 319,41285.71428571428,True,Enskede-Årsta-Vantör,False,1.0,"Enskede-Årsta-Vantör,Stockholm",4158.0,Stockholms kommun,False,2890000,70.0,4.0,59.262396,18.0377899,59.3324,18.0645,7.930425386835362
Johan Enbergs väg 28,60898.87640449438,True,Västra Skogen,True,4.0,"Västra Skogen,Solna",2445.0,Solna kommun,False,2710000,44.5,1.0,59.3473717,18.0029709,59.3324,18.0645,3.865732369206532
Logvägen 79,36410.256410256414,False,Spånga Solhem,False,1.0,"Spånga Solhem,Stockholm",3479.0,Stockholms kommun,True,2130000,58.5,2.0,59.3770108,17.90682145,59.3324,18.0645,10.221351096343815
Strålgatan 8,84210.52631578948,False,Kungsholmen,True,3.0,"Kungsholmen,Stockholm",3045.0,Stockholms kommun,False,3200000,38.0,2.0,59.3244146,18.0057733,59.3324,18.0645,3.447430111012829
Drottningholmsvägen 274,69761.90476190476,True,Ulvsunda,False,2.0,"Ulvsunda,Stockholm",3315.0,Stockholms kommun,False,2930000,42.0,2.0,59.33565,17.9626171,59.3324,18.0645,5.7893738250810545
Vallavägen 12,20950.0,True,Handen,True,3.0,"Handen,Haninge",8498.0,Haninge kommun,False,2095000,100.0,5.0,59.1591966,18.14296360556924,59.3324,18.0645,19.76933490055392
Pilgrimsvägen 70,91896.55172413791,False,Aspudden,True,2.0,"Aspudden,Stockholm",5770.0,Stockholms kommun,False,7995000,87.0,4.0,59.3050016,17.9996479,59.3324,18.0645,4.777144958305303
Skogalundsklippan 18,40777.77777777778,True,Skogalund,True,2.0,"Skogalund,Nacka",5888.0,Nacka kommun,False,3670000,90.0,4.0,59.312092,18.1805458,59.3324,18.0645,6.960087670324618
Evenemangsgatan 30,65714.28571428571,False,Arenastaden,True,2.0,"Arenastaden,Solna",2524.0,Solna kommun,True,3220000,49.0,2.0,59.37207025,17.99842525013016,59.3324,18.0645,5.786644034779502
Rondellen 9,31754.38596491228,True,Kallhäll,False,1.0,"Kallhäll,Järfälla",4621.0,Järfälla kommun,False,1810000,57.0,2.0,59.4564576,17.8057155,59.3324,18.0645,20.122667642097078
Trollesundsvägen 147,57500.0,True,Högdalen,False,3.0,"Högdalen,Stockholm",2668.0,Stockholms kommun,False,2070000,36.0,1.0,59.2605217,18.0487344,59.3324,18.0645,8.042468585416861
Olof Palmes gata 14,112790.6976744186,True,Vasastan,True,1.0,"Vasastan,Stockholm",2452.0,Stockholms kommun,False,4850000,43.0,2.0,59.3360715,18.0606945,59.3324,18.0645,0.4617879290265441
Vintergatan 2A,84277.10843373495,True,Sundbyberg Centrum,True,7.0,"Sundbyberg Centrum,Sundbyberg",6223.0,Sundbybergs kommun,False,6995000,83.0,3.0,59.3615598,17.9779277,59.3324,18.0645,5.882243857147727
Svarvargatan 11,101000.0,False,Kungsholmen,True,3.0,"Kungsholmen,Stockholm",5471.0,Stockholms kommun,False,10100000,100.0,3.5,59.3376594,18.025641,59.3324,18.0645,2.280022997697906
Släggbacken 1,50958.90410958904,False,Huvudsta,True,3.0,"Huvudsta,Solna",4379.0,Solna kommun,False,3720000,73.0,3.0,59.3515369,17.9907389,59.3324,18.0645,4.692457080805115
Blekingegatan 12B,95000.0,True,Södermalm,False,2.0,"Södermalm,Stockholm",4309.0,Stockholms kommun,False,7220000,76.0,3.0,59.3096786,18.0686178,59.3324,18.0645,2.5372827507667948
Gustav III:s Boulevard 103,58823.52941176471,True,Frösunda,True,1.0,"Frösunda,Solna",5310.0,Solna kommun,False,5000000,85.0,3.0,59.3741346,18.0133271,59.3324,18.0645,5.472559713914575
Fleminggatan 54,111714.28571428572,True,Kungsholmen,True,5.0,"Kungsholmen,Stockholm",1010.0,Stockholms kommun,False,3910000,35.0,1.0,59.3348318,18.0305909,59.3324,18.0645,1.942027082363742
Almbygatan 6,40290.32258064516,True,Spånga,True,5.0,"Spånga,Stockholm",3001.0,Stockholms kommun,False,1249000,31.0,2.0,59.39278015,17.93075978956381,59.3324,18.0645,10.124715672657661
Badstrandsvägen 19,77500.0,True,Kungsholmen Stora Essingen,False,2.0,"Kungsholmen Stora Essingen,Stockholm",2959.0,Stockholms kommun,False,3100000,40.0,1.5,59.322475,17.9905543,59.3324,18.0645,4.3372504623232295
Ektorpsvägen 1,71250.0,True,Ektorp,True,2.0,"Ektorp,Nacka",2567.0,Nacka kommun,False,1995000,28.0,1.0,59.3108169,18.199518577105934,59.3324,18.0645,8.027257846400655
Värtavägen 53F,92567.56756756756,False,Gärdet,True,8.0,"Gärdet,Stockholm",11101.0,Stockholms kommun,False,13700000,148.0,6.0,59.3430181,18.0987199,59.3324,18.0645,2.2714648150079526
Sjösabrinken 30A,89743.58974358975,False,Högdalen,True,1.0,"Högdalen,Stockholm",1644.0,Stockholms kommun,True,1750000,19.5,1.0,59.2656409,18.0415538,59.3324,18.0645,7.536708853172154
Rågsvedsvägen 95,32328.76712328767,True,Bandhagen,True,2.0,"Bandhagen,Stockholm",5231.0,Stockholms kommun,False,2360000,73.0,3.0,59.2555874,18.0194302,59.3324,18.0645,8.91629740271689
Albyvägen 15,27849.4623655914,True,Alby,False,4.0,"Alby,Botkyrka",6436.0,Botkyrka kommun,False,2590000,93.0,4.0,59.2391189,17.851342954954443,59.3324,18.0645,15.941763426389391
Brännerigatan 5,106486.48648648648,True,Södermalm,True,2.0,"Södermalm,Stockholm",2352.0,Stockholms kommun,False,3940000,37.0,1.5,59.3106222,18.0803824,59.3324,18.0645,2.58379204869925
Frödingsvägen 14,89594.5945945946,True,Kungsholmen,False,3.0,"Kungsholmen,Stockholm",7677.0,Stockholms kommun,False,6630000,74.0,3.0,59.3298752,18.0022883,59.3324,18.0645,3.5396625508294046
Tranebergsvägen 58,67222.22222222222,True,Bromma,False,2.0,"Bromma,Stockholm",4006.0,Stockholms kommun,False,3630000,54.0,2.0,59.334906399999994,17.980085599999995,59.3324,18.0645,4.795550712912649
Lötsjövägen 39,29207.31707317073,True,Hallonbergen,True,4.0,"Hallonbergen,Sundbyberg",7542.0,Sundbybergs kommun,False,2395000,82.0,3.0,59.3739151,17.9692395,59.3324,18.0645,7.103811940941642
Hättkvarnsgatan 5,39021.739130434784,False,Jakobsberg,True,1.0,"Jakobsberg,Järfälla",3172.0,Järfälla kommun,True,1795000,46.0,2.0,59.41689135,17.830633934661,59.3324,18.0645,16.24065514540297
Mjölnarvägen 8A,71857.14285714286,True,Kvarnholmen,True,4.0,"Kvarnholmen,Nacka",5105.0,Nacka kommun,False,5030000,70.0,2.0,59.3170419,18.1344201,59.3324,18.0645,4.318474336987545
Medaljonggatan 4B,66233.76623376623,True,Älvsjöstaden,True,4.0,"Älvsjöstaden,Stockholm",5533.0,Stockholms kommun,False,5100000,77.0,3.0,59.2828215,17.9987564,59.3324,18.0645,6.656971361311522
Tullgårdsgatan 18,97549.01960784312,True,Södermalm,True,1.0,"Södermalm,Stockholm",6318.0,Stockholms kommun,True,9950000,102.0,4.0,59.3058501,18.087455,59.3324,18.0645,3.226741404824058
Tallidsvägen 7,37349.39759036145,True,Finntorp,True,8.0,"Finntorp,Nacka",5892.0,Nacka kommun,False,3100000,83.0,3.5,59.3097605,18.1387397,59.3324,18.0645,4.906922811938405
Karlsbodavägen 44,66292.13483146067,False,Bromma,True,2.0,"Bromma,Stockholm",6180.0,Stockholms kommun,False,5900000,89.0,3.0,59.3589644,17.961745637138478,59.3324,18.0645,6.531586358292432
Optimusvägen 4D,48658.53658536585,True,Centrala Väsby,True,3.0,"Centrala Väsby,Upplands Väsby",2563.0,Upplands Väsby kommun,False,1995000,41.0,1.5,59.5146033,17.8991002,59.3324,18.0645,22.31585695960767
Hammarby Allé 28,77987.80487804877,True,Hammarby Sjöstad,True,6.0,"Hammarby Sjöstad,Stockholm",4715.0,Stockholms kommun,False,6395000,82.0,3.0,59.302932,18.0898182,59.3324,18.0645,3.577767708073268
Skarpbrunnavägen 167,24921.875,True,Eriksberg,False,1.0,"Eriksberg,Botkyrka",4371.0,Botkyrka kommun,False,1595000,64.0,2.0,59.2440752,17.8045504,59.3324,18.0645,17.730895074762163
Hammarby Allé 52,78503.40136054422,True,Hammarby Sjöstad,True,6.0,"Hammarby Sjöstad,Stockholm",5297.0,Stockholms kommun,False,5770000,73.5,3.0,59.3036116,18.0926409,59.3324,18.0645,3.5772430982569543
Drottningholmsvägen 31,105555.55555555556,True,Kungsholmen,True,5.0,"Kungsholmen,Stockholm",2201.0,Stockholms kommun,False,3800000,36.0,2.0,59.3316816,18.0265167,59.3324,18.0645,2.155752984321024
Kungsholms Strand 109,100169.49152542371,False,Kungsholmen,True,1.0,"Kungsholmen,Stockholm",3549.0,Stockholms kommun,False,5910000,59.0,2.0,59.335894,18.0390461,59.3324,18.0645,1.4949295224433254
Fredriksdalsgatan 11,81190.47619047618,True,Hammarby Sjöstad,False,2.0,"Hammarby Sjöstad,Stockholm",4883.0,Stockholms kommun,False,6820000,84.0,3.0,59.3030714,18.0819128,59.3324,18.0645,3.407568746312468
Drivbänksvägen 13C,41956.52173913043,True,Hässelby Norra Villastad,True,1.0,"Hässelby Norra Villastad,Stockholm",4673.0,Stockholms kommun,False,2895000,69.0,3.0,59.3818968,17.8205131,59.3324,18.0645,14.88286587229711
Sköllerstagatan 58,35508.47457627119,True,Rågsved Bjursätrahöjden,True,2.0,"Rågsved Bjursätrahöjden,Stockholm",5021.0,Stockholms kommun,False,2095000,59.0,2.0,59.2565993,18.0213439,59.3324,18.0645,8.77761039862801
Kungssätravägen 64,41382.97872340425,False,Sätra,True,1.0,"Sätra,Stockholm",2917.0,Stockholms kommun,False,1945000,47.0,1.0,59.2852965,17.9252608,59.3324,18.0645,9.48066474367994
Folkungavägen 26,30948.275862068964,True,Jakobsberg,False,1.0,"Jakobsberg,Järfälla",3086.0,Järfälla kommun,False,1795000,58.0,2.0,59.4212916,17.8454924,59.3324,18.0645,15.861300312960246
Snickerigatan 11,61461.53846153846,True,Telefonplan,True,2.0,"Telefonplan,Stockholm",4573.0,Stockholms kommun,False,3995000,65.0,2.0,59.2992869,17.989402,59.3324,18.0645,5.631692196828183
Vasavägen 78B,35526.31578947369,True,Rotebro,False,1.0,"Rotebro,Sollentuna",4535.0,Sollentuna kommun,False,2700000,76.0,4.0,59.4725307,17.9080204,59.3324,18.0645,17.92292225575537
Lundagatan 36B,111694.91525423728,False,Södermalm,True,2.0,"Södermalm,Stockholm",1589.0,Stockholms kommun,False,3295000,29.5,1.0,59.3188973,18.0463138,59.3324,18.0645,1.8217011467366278
Storseglet 51,60000.0,True,Vega,False,1.0,"Vega,Haninge",1966.0,Haninge kommun,False,1680000,28.0,1.0,59.182792,18.1359982,59.3324,18.0645,17.124860248865144
Finslipargränd 4,51041.66666666666,True,Huddinge Centrum,False,2.0,"Huddinge Centrum,Huddinge",3727.0,Huddinge kommun,False,2450000,48.0,2.0,59.233606,17.9895163,59.3324,18.0645,11.782075809655122
Garverigränd 7,88596.49122807017,False,Järla Sjö,True,3.0,"Järla Sjö,Nacka",7382.0,Nacka kommun,False,10100000,114.0,4.0,59.3047519,18.149153,59.3324,18.0645,5.702748008269249
Östgötagatan 87B,109210.52631578948,False,Södermalm,False,4.0,"Södermalm,Stockholm",1260.0,Stockholms kommun,False,4150000,38.0,2.0,59.3084832,18.079659,59.3324,18.0645,2.7950397493236196
Solnavägen 108,79459.45945945945,True,Råsunda,True,1.0,"Råsunda,Solna",5920.0,Solna kommun,False,5880000,74.0,3.0,59.3547452,18.0152887,59.3324,18.0645,3.73610166865423
Klarabergsvägen 14B,26666.666666666668,True,Vendelsö,False,1.0,"Vendelsö,Haninge",4120.0,Haninge kommun,False,1840000,69.0,2.0,59.2343895,17.9941258,59.3324,18.0645,11.608138954586774
Roslagsgatan 29,121071.42857142857,False,Vasastan Sibirien,True,1.0,"Vasastan Sibirien,Stockholm",2153.0,Stockholms kommun,False,3390000,28.0,1.0,59.348051,18.0581549,59.3324,18.0645,1.7771127216271263
Malmköpingsvägen 42D,48727.27272727273,False,Älvsjö,True,1.0,"Älvsjö,Stockholm",3276.0,Stockholms kommun,False,2680000,55.0,2.0,59.2778929,18.0320642,59.3324,18.0645,6.334373967427441
Trollesundsvägen 171,81666.66666666667,False,Bandhagen,False,2.0,"Bandhagen,Stockholm",1432.0,Stockholms kommun,False,1470000,18.0,1.0,59.2597642,18.0476077,59.3324,18.0645,8.13347683541978
Näsbyvägen 2,62714.28571428572,True,Roslags Näsby,True,4.0,"Roslags Näsby,Täby",3952.0,Täby kommun,False,2195000,35.0,1.0,59.43393845,18.06504271686125,59.3324,18.0645,11.29060233116718
